order_id,customer_id,product_id,order_date,quantity,unit_price,discount,shipping_cost,region,sales_channel,payment_method
O007471,C01416,P0019,2025-07-31,2,530.25,0.0,4.78,Central,Online,PayPal
O007472,C00591,P0058,2025-08-25,2,524.63,0.2,7.46,North,Online,PayPal
O007473,C01019,P0018,2025-12-20,1,159.0,0.2,19.84,Central,Online,PayPal
O007474,C00072,P0039,2024-03-21,2,393.4,0.05,4.69,North,Online,Debit Card
O007475,C00460,P0012,2024-11-29,1,436.24,0.0,2.85,North,Online,PayPal
O007476,C01224,P0053,2025-12-15,1,316.62,0.15,21.22,Central,Retail Store,Bank Transfer
O007477,C00384,P0001,2025-05-21,1,171.14,0.05,7.71,Central,Online,Bank Transfer
O007478,C01372,P0013,2025-12-23,1,310.93,0.2,6.78,North,Online,Bank Transfer
O007479,C02022,P0023,2024-02-28,1,485.17,0.0,2.7,East,Retail Store,PayPal
O007480,C01243,P0003,2024-04-15,1,377.97,0.05,24.16,West,Online,Bank Transfer
O007481,C00841,P0084,2024-11-13,1,185.31,0.0,21.04,North,Online,PayPal
O007482,C00348,P0021,2025-09-06,1,747.29,0.0,14.4,North,Online,Debit Card
O007483,C01781,P0069,2025-03-11,2,30.77,0.05,11.49,North,Online,PayPal
O007484,C02500,P0065,2025-11-17,1,179.07,0.0,3.28,East,Online,Debit Card
O007485,C01157,P0067,2024-04-06,1,435.6,0.2,22.39,North,Online,Credit Card
O007486,C02371,P0085,2025-09-02,1,128.94,0.1,4.01,West,Online,Credit Card
O007487,C01247,P0049,2024-04-25,4,63.33,0.05,20.14,North,Partner,Credit Card
O007488,C00671,P0061,2025-12-15,3,549.96,0.1,12.89,North,Online,Bank Transfer
O007489,C00948,P0012,2024-11-08,5,436.24,0.2,10.01,Central,Online,Debit Card
O007490,C00119,P0066,2025-06-13,3,718.11,0.0,16.73,Central,Online,PayPal
O007491,C01684,P0074,2025-03-18,4,18.14,0.15,17.75,Central,Online,Bank Transfer
O007492,C02010,P0028,2024-06-01,1,406.01,0.0,16.1,East,Online,Debit Card
O007493,C00356,P0032,2024-08-24,1,175.67,0.0,14.13,West,Partner,Credit Card
O007494,C01183,P0052,2024-01-21,1,120.9,0.1,23.01,West,Retail Store,Debit Card
O007495,C01034,P0048,2024-01-28,4,134.14,0.15,17.49,North,Retail Store,PayPal
O007496,C00688,P0049,2024-03-26,4,63.33,0.05,6.99,South,Retail Store,Credit Card
O007497,C00912,P0081,2025-06-18,2,51.36,0.0,15.11,South,Online,PayPal
O007498,C00193,P0024,2024-11-23,4,774.35,0.0,8.58,Central,Online,Bank Transfer
O007499,C01786,P0007,2024-11-02,3,787.65,0.0,4.94,Central,Online,PayPal
O007500,C00600,P0087,2025-03-02,1,50.59,0.0,3.73,North,Online,Bank Transfer
O007501,C01655,P0039,2024-09-09,1,393.4,0.15,9.38,North,Online,Debit Card
O007502,C01612,P0050,2025-12-07,1,668.03,0.0,4.11,West,Retail Store,Debit Card
O007503,C00893,P0079,2025-12-21,2,95.49,0.1,13.25,Central,Online,PayPal
O007504,C01556,P0078,2024-08-17,2,210.4,0.15,9.37,South,Online,Debit Card
O007505,C00722,P0033,2024-06-21,2,454.27,0.0,6.46,North,Retail Store,Credit Card
O007506,C02207,P0086,2025-05-18,2,172.17,0.2,5.51,South,Partner,Credit Card
O007507,C02068,P0019,2025-03-12,5,530.25,0.0,12.59,South,Online,Bank Transfer
O007508,C02324,P0077,2024-10-20,2,70.81,0.2,15.61,South,Retail Store,Credit Card
O007509,C00153,P0053,2025-12-24,2,316.62,0.0,11.54,North,Retail Store,PayPal
O007510,C00370,P0002,2024-10-28,4,1224.79,0.1,5.72,North,Online,Debit Card
O007511,C02135,P0051,2025-05-30,5,320.03,0.1,21.64,West,Online,Bank Transfer
O007512,C01131,P0059,2024-03-17,5,534.37,0.05,16.35,West,Online,Bank Transfer
O007513,C02194,P0054,2024-11-20,1,289.95,0.0,4.99,East,Online,PayPal
O007514,C00528,P0065,2024-01-27,3,179.07,0.1,12.95,South,Online,PayPal
O007515,C01981,P0001,2024-04-26,2,171.14,0.1,23.19,North,Online,Debit Card
O007516,C00619,P0085,2024-09-02,1,128.94,0.0,11.5,Central,Online,Credit Card
O007517,C01000,P0087,2025-07-27,1,50.59,0.2,23.77,East,Online,PayPal
O007518,C00564,P0026,2024-12-01,1,141.49,0.0,6.16,North,Online,Credit Card
O007519,C00079,P0040,2025-01-03,2,255.42,0.1,18.43,South,Retail Store,Debit Card
O007520,C01451,P0078,2025-01-07,1,210.4,0.2,21.62,East,Partner,PayPal
O007521,C00235,P0036,2024-11-19,3,250.91,0.15,18.99,North,Retail Store,Credit Card
O007522,C01562,P0053,2024-01-13,1,316.62,0.1,15.3,South,Online,PayPal
O007523,C01070,P0028,2025-08-16,2,406.01,0.15,24.88,South,Online,PayPal
O007524,C02095,P0032,2024-06-15,1,175.67,0.0,6.29,South,Retail Store,Credit Card
O007525,C00440,P0053,2025-07-09,3,316.62,0.05,6.12,North,Partner,Credit Card
O007526,C02208,P0078,2025-11-14,5,210.4,0.0,8.29,Central,Online,Credit Card
O007527,C02073,P0078,2025-02-07,4,210.4,0.05,21.1,South,Partner,Credit Card
O007528,C01976,P0071,2024-04-23,5,111.79,0.0,24.24,Central,Partner,Debit Card
O007529,C00356,P0009,2024-11-19,1,285.48,0.0,11.24,West,Online,Bank Transfer
O007530,C01252,P0037,2025-08-27,1,147.84,0.05,3.68,East,Retail Store,Debit Card
O007531,C01207,P0083,2024-05-25,2,64.02,0.05,20.78,West,Online,PayPal
O007532,C01621,P0056,2024-03-07,1,239.61,0.0,15.15,East,Partner,Bank Transfer
O007533,C00316,P0053,2024-01-04,2,316.62,0.05,10.83,West,Online,Credit Card
O007534,C02095,P0064,2025-03-14,1,131.5,0.2,13.1,South,Retail Store,Credit Card
O007535,C02232,P0021,2025-11-23,5,747.29,0.05,19.35,North,Partner,PayPal
O007536,C01930,P0030,2024-01-18,2,490.45,0.1,12.77,North,Retail Store,Debit Card
O007537,C02040,P0018,2025-05-23,1,159.0,0.0,16.56,South,Retail Store,Bank Transfer
O007538,C02395,P0040,2025-02-08,3,255.42,0.2,4.88,Central,Retail Store,Debit Card
O007539,C01197,P0048,2025-10-30,1,134.14,0.1,6.89,Central,Online,PayPal
O007540,C02266,P0055,2025-07-29,1,163.36,0.0,17.53,West,Retail Store,Credit Card
O007541,C02141,P0036,2024-04-18,3,250.91,0.0,24.97,Central,Online,PayPal
O007542,C01862,P0026,2025-07-20,4,141.49,0.0,15.51,West,Retail Store,Bank Transfer
O007543,C02440,P0061,2025-10-20,1,549.96,0.0,4.39,North,Online,Bank Transfer
O007544,C00088,P0017,2025-10-04,1,1003.97,0.0,7.35,West,Retail Store,Bank Transfer
O007545,C00370,P0051,2025-12-29,2,320.03,0.1,7.14,North,Online,Bank Transfer
O007546,C02367,P0058,2025-02-06,2,524.63,0.15,15.62,North,Retail Store,PayPal
O007547,C01674,P0038,2025-05-26,1,323.52,0.2,10.52,Central,Retail Store,Bank Transfer
O007548,C00930,P0035,2024-02-09,2,137.3,0.0,19.87,South,Partner,Bank Transfer
O007549,C01410,P0015,2024-03-30,3,959.82,0.0,20.99,Central,Online,Debit Card
O007550,C01160,P0036,2024-02-29,1,250.91,0.0,22.44,North,Online,Credit Card
O007551,C00748,P0056,2025-09-21,1,239.61,0.05,19.87,East,Partner,Debit Card
O007552,C01864,P0065,2025-12-14,3,179.07,0.0,11.03,East,Online,Debit Card
O007553,C00852,P0063,2024-07-23,1,117.97,0.05,9.35,West,Retail Store,Debit Card
O007554,C01723,P0075,2025-05-27,5,44.45,0.2,3.51,South,Online,Credit Card
O007555,C01937,P0072,2025-12-05,2,12.41,0.0,24.8,South,Online,Credit Card
O007556,C01729,P0075,2024-03-29,2,44.45,0.15,4.14,Central,Retail Store,Credit Card
O007557,C02225,P0028,2025-11-22,3,406.01,0.15,9.09,North,Retail Store,PayPal
O007558,C01565,P0036,2025-01-30,1,250.91,0.15,2.53,Central,Online,Credit Card
O007559,C01612,P0045,2024-06-18,2,149.31,0.0,9.88,West,Online,PayPal
O007560,C01923,P0084,2025-06-05,4,185.31,0.1,16.42,West,Partner,PayPal
O007561,C00615,P0020,2024-05-09,4,797.9,0.0,23.35,Central,Online,Bank Transfer
O007562,C01420,P0087,2025-09-30,4,50.59,0.15,9.18,Central,Online,Credit Card
O007563,C00556,P0082,2024-02-27,1,167.02,0.15,23.2,East,Partner,Debit Card
O007564,C00590,P0001,2025-01-22,6,171.14,0.1,4.02,North,Online,Debit Card
O007565,C02047,P0004,2024-10-14,3,778.99,0.05,16.95,North,Online,Bank Transfer
O007566,C00113,P0085,2025-11-17,2,128.94,0.2,5.69,Central,Online,Bank Transfer
O007567,C00331,P0056,2025-05-10,1,239.61,0.0,18.17,South,Online,Bank Transfer
O007568,C02079,P0029,2025-02-10,3,306.49,0.1,19.32,Central,Retail Store,Credit Card
O007569,C00394,P0053,2025-11-17,1,316.62,0.1,21.21,West,Retail Store,Credit Card
O007570,C01729,P0053,2025-12-20,1,316.62,0.2,14.72,Central,Partner,Credit Card
O007571,C00258,P0088,2024-01-29,1,89.32,0.0,3.05,West,Partner,PayPal
O007572,C02339,P0049,2024-08-29,2,63.33,0.0,22.59,North,Online,Debit Card
O007573,C02170,P0071,2024-03-14,2,111.79,0.05,8.35,South,Online,Debit Card
O007574,C01819,P0039,2024-01-16,6,393.4,0.05,23.32,West,Online,PayPal
O007575,C01273,P0040,2024-10-18,3,255.42,0.15,10.97,West,Partner,PayPal
O007576,C01580,P0012,2025-09-06,1,436.24,0.0,15.63,East,Online,Debit Card
O007577,C00740,P0080,2025-01-17,1,6.16,0.15,20.72,South,Partner,Bank Transfer
O007578,C00337,P0006,2024-07-17,1,877.9,0.0,24.41,Central,Online,Credit Card
O007579,C01883,P0020,2025-01-22,2,797.9,0.15,17.32,West,Online,PayPal
O007580,C00469,P0080,2024-08-17,3,6.16,0.1,16.06,South,Online,Credit Card
O007581,C01109,P0044,2025-10-03,2,236.62,0.05,21.35,West,Retail Store,Bank Transfer
O007582,C02462,P0011,2025-09-07,5,620.88,0.0,4.47,Central,Online,Credit Card
O007583,C02300,P0047,2025-08-22,1,601.35,0.0,5.0,South,Online,Debit Card
O007584,C02253,P0057,2025-02-07,1,363.62,0.05,6.68,West,Online,Debit Card
O007585,C00441,P0021,2025-06-06,1,747.29,0.0,24.12,North,Retail Store,Debit Card
O007586,C02115,P0040,2024-05-07,1,255.42,0.15,6.09,West,Online,Debit Card
O007587,C01084,P0075,2024-07-01,2,44.45,0.0,3.12,Central,Online,PayPal
O007588,C01639,P0056,2024-03-28,4,239.61,0.1,5.52,Central,Retail Store,Debit Card
O007589,C02421,P0063,2025-01-29,3,117.97,0.0,3.98,North,Retail Store,Bank Transfer
O007590,C00771,P0072,2024-06-21,1,12.41,0.0,9.13,North,Retail Store,Credit Card
O007591,C00724,P0010,2024-04-27,3,366.28,0.0,19.06,West,Online,Bank Transfer
O007592,C01410,P0010,2025-06-08,1,366.28,0.1,5.06,Central,Retail Store,Bank Transfer
O007593,C01851,P0066,2024-01-03,2,718.11,0.0,24.13,South,Online,Debit Card
O007594,C01258,P0057,2024-07-19,1,363.62,0.0,22.5,East,Online,Credit Card
O007595,C01467,P0060,2024-03-01,3,227.84,0.05,15.56,Central,Online,PayPal
O007596,C01295,P0062,2024-01-27,2,692.95,0.0,21.45,Central,Retail Store,Bank Transfer
O007597,C02357,P0021,2025-09-07,1,747.29,0.0,22.68,Central,Retail Store,Credit Card
O007598,C00285,P0057,2024-05-26,4,363.62,0.15,3.65,East,Partner,Bank Transfer
O007599,C01766,P0010,2025-01-27,2,366.28,0.05,6.57,South,Partner,Bank Transfer
O007600,C02038,P0007,2024-06-03,1,787.65,0.0,11.9,North,Online,Debit Card
O007601,C00400,P0003,2025-07-01,1,377.97,0.1,2.92,West,Online,Debit Card
O007602,C02371,P0012,2024-11-07,3,436.24,0.15,14.56,West,Online,Debit Card
O007603,C01046,P0009,2024-12-03,3,285.48,0.0,18.4,West,Partner,Credit Card
O007604,C02115,P0077,2024-06-20,1,70.81,0.05,7.68,West,Retail Store,Credit Card
O007605,C01896,P0019,2025-08-04,2,530.25,0.05,23.42,West,Retail Store,Bank Transfer
O007606,C00299,P0027,2024-02-11,1,319.74,0.2,17.59,West,Online,Bank Transfer
O007607,C02066,P0003,2025-08-24,1,377.97,0.15,16.37,West,Partner,Bank Transfer
O007608,C01154,P0021,2025-04-16,4,747.29,0.15,14.42,West,Online,Bank Transfer
O007609,C01509,P0020,2025-01-17,1,797.9,0.2,6.74,West,Online,Credit Card
O007610,C02145,P0042,2024-11-11,5,68.63,0.0,16.61,East,Online,Bank Transfer
O007611,C01070,P0033,2025-07-04,2,454.27,0.0,20.39,South,Retail Store,Credit Card
O007612,C01469,P0033,2024-10-14,5,454.27,0.15,8.25,Central,Online,PayPal
O007613,C00718,P0048,2025-07-23,2,134.14,0.0,2.71,Central,Retail Store,Credit Card
O007614,C02151,P0078,2024-06-04,2,210.4,0.0,22.57,South,Online,Credit Card
O007615,C01856,P0036,2025-07-02,1,250.91,0.0,8.97,South,Online,Bank Transfer
O007616,C01626,P0002,2025-07-26,3,1224.79,0.15,8.15,West,Online,PayPal
O007617,C02032,P0064,2024-12-04,1,131.5,0.1,19.26,East,Retail Store,Credit Card
O007618,C01782,P0069,2024-08-18,1,30.77,0.0,20.67,Central,Online,Credit Card
O007619,C00459,P0002,2025-11-10,5,1224.79,0.2,24.43,North,Online,Credit Card
O007620,C02131,P0073,2025-05-06,1,162.4,0.0,4.53,North,Online,Debit Card
O007621,C02293,P0012,2025-12-13,1,436.24,0.15,16.36,South,Online,PayPal
O007622,C00078,P0064,2024-02-18,2,131.5,0.0,8.99,North,Online,Bank Transfer
O007623,C02359,P0024,2024-09-01,3,774.35,0.05,3.97,East,Retail Store,Bank Transfer
O007624,C00057,P0015,2025-05-05,2,959.82,0.2,6.19,North,Online,PayPal
O007625,C01312,P0021,2024-10-02,4,747.29,0.2,5.19,Central,Partner,Bank Transfer
O007626,C00893,P0008,2025-01-26,3,967.68,0.15,23.03,Central,Retail Store,Bank Transfer
O007627,C02376,P0004,2025-06-25,2,778.99,0.0,6.14,South,Online,Debit Card
O007628,C01120,P0027,2024-12-03,2,319.74,0.15,23.1,North,Retail Store,PayPal
O007629,C00465,P0031,2024-07-14,1,350.4,0.15,22.91,Central,Partner,PayPal
O007630,C00805,P0018,2024-09-07,1,159.0,0.05,10.51,East,Online,PayPal
O007631,C01714,P0079,2025-05-23,2,95.49,0.2,20.78,East,Online,Bank Transfer
O007632,C01940,P0062,2024-06-10,3,692.95,0.0,21.76,North,Online,Bank Transfer
O007633,C02057,P0066,2025-07-15,2,718.11,0.0,19.09,East,Online,Credit Card
O007634,C01743,P0041,2025-03-02,1,93.16,0.0,20.27,West,Online,Debit Card
O007635,C00665,P0067,2024-09-24,1,435.6,0.0,12.23,North,Partner,Bank Transfer
O007636,C02449,P0052,2024-11-02,3,120.9,0.15,2.51,North,Online,PayPal
O007637,C01610,P0067,2025-08-31,2,435.6,0.0,6.13,East,Online,Debit Card
O007638,C00774,P0051,2025-08-18,1,320.03,0.2,4.15,East,Retail Store,Credit Card
O007639,C02216,P0063,2024-06-28,1,117.97,0.0,18.9,South,Online,Debit Card
O007640,C00674,P0005,2025-12-12,1,916.2,0.0,12.57,East,Partner,PayPal
O007641,C00674,P0086,2024-07-26,2,172.17,0.15,4.21,East,Online,Credit Card
O007642,C01760,P0009,2025-08-18,1,285.48,0.2,17.74,East,Online,Bank Transfer
O007643,C00243,P0053,2025-08-29,1,316.62,0.1,19.26,Central,Online,PayPal
O007644,C00309,P0066,2024-11-13,1,718.11,0.15,7.93,West,Online,Bank Transfer
O007645,C00147,P0031,2024-05-03,2,350.4,0.1,21.21,West,Online,Bank Transfer
O007646,C00262,P0050,2024-08-17,1,668.03,0.1,21.79,Central,Online,Bank Transfer
O007647,C00916,P0030,2025-03-08,1,490.45,0.2,23.97,East,Partner,Credit Card
O007648,C00753,P0029,2024-12-09,1,306.49,0.15,16.69,West,Retail Store,Bank Transfer
O007649,C00549,P0014,2024-04-30,4,1303.2,0.0,8.08,East,Partner,Credit Card
O007650,C01322,P0010,2024-01-21,1,366.28,0.0,22.76,North,Retail Store,PayPal
O007651,C02134,P0012,2024-09-28,2,436.24,0.2,17.52,East,Retail Store,Bank Transfer
O007652,C01364,P0049,2024-05-23,1,63.33,0.0,12.82,West,Online,PayPal
O007653,C01845,P0052,2025-06-11,2,120.9,0.15,20.3,Central,Online,PayPal
O007654,C01579,P0036,2024-11-28,2,250.91,0.1,21.39,West,Online,Bank Transfer
O007655,C01954,P0027,2024-09-11,1,319.74,0.0,8.63,West,Online,Credit Card
O007656,C00406,P0049,2025-11-14,1,63.33,0.0,10.73,Central,Online,Debit Card
O007657,C00192,P0016,2024-05-08,2,377.26,0.2,15.84,Central,Retail Store,Credit Card
O007658,C00049,P0001,2024-04-21,1,171.14,0.1,13.48,East,Online,Credit Card
O007659,C02059,P0014,2025-07-02,2,1303.2,0.15,11.19,West,Online,PayPal
O007660,C01705,P0054,2025-10-28,1,289.95,0.0,19.76,East,Online,PayPal
O007661,C00966,P0082,2025-11-06,2,167.02,0.2,4.32,South,Partner,PayPal
O007662,C00967,P0048,2024-09-02,4,134.14,0.0,19.16,West,Retail Store,Bank Transfer
O007663,C00517,P0020,2025-11-28,2,797.9,0.15,11.21,South,Online,Bank Transfer
O007664,C00231,P0079,2025-05-13,1,95.49,0.2,17.04,West,Online,Credit Card
O007665,C01559,P0014,2025-09-13,1,1303.2,0.1,9.19,Central,Online,Credit Card
O007666,C02229,P0048,2025-09-29,3,134.14,0.0,23.96,South,Online,PayPal
O007667,C02480,P0052,2024-12-09,2,120.9,0.1,8.59,West,Online,PayPal
O007668,C01115,P0077,2024-11-17,4,70.81,0.15,24.04,West,Retail Store,Bank Transfer
O007669,C01477,P0048,2025-03-14,4,134.14,0.2,9.06,Central,Online,Debit Card
O007670,C00186,P0011,2025-12-15,1,620.88,0.0,3.07,West,Retail Store,PayPal
O007671,C00367,P0046,2024-01-27,2,527.57,0.0,6.34,Central,Online,PayPal
O007672,C00403,P0019,2024-04-21,2,530.25,0.2,7.51,East,Online,PayPal
O007673,C00713,P0024,2024-01-26,2,774.35,0.0,17.65,East,Online,Credit Card
O007674,C02243,P0084,2025-01-03,2,185.31,0.15,9.0,East,Online,Debit Card
O007675,C00981,P0058,2024-06-01,1,524.63,0.15,9.6,South,Retail Store,Debit Card
O007676,C00408,P0082,2024-08-05,1,167.02,0.0,8.22,North,Online,Bank Transfer
O007677,C02038,P0066,2025-08-29,1,718.11,0.15,22.92,North,Partner,PayPal
O007678,C00668,P0042,2025-06-30,1,68.63,0.0,16.8,North,Retail Store,PayPal
O007679,C02337,P0044,2024-05-02,1,236.62,0.0,11.97,East,Partner,Debit Card
O007680,C00222,P0037,2024-09-02,2,147.84,0.0,2.55,East,Partner,Debit Card
O007681,C02215,P0066,2024-10-28,2,718.11,0.05,21.65,West,Retail Store,Bank Transfer
O007682,C00487,P0039,2024-11-03,3,393.4,0.0,15.27,North,Retail Store,Credit Card
O007683,C01564,P0075,2024-07-15,1,44.45,0.05,15.41,South,Online,Bank Transfer
O007684,C00200,P0013,2024-11-30,5,310.93,0.0,22.03,West,Online,Credit Card
O007685,C00828,P0074,2024-12-13,2,18.14,0.0,16.62,South,Online,Credit Card
O007686,C00741,P0078,2025-02-02,1,210.4,0.05,13.17,East,Online,PayPal
O007687,C02058,P0008,2025-09-14,2,967.68,0.2,22.97,East,Online,Debit Card
O007688,C00223,P0046,2024-04-10,3,527.57,0.0,6.6,North,Online,Credit Card
O007689,C01485,P0047,2024-09-25,2,601.35,0.15,6.49,South,Online,PayPal
O007690,C02415,P0044,2024-01-22,1,236.62,0.0,11.07,East,Online,Debit Card
O007691,C00922,P0039,2024-02-06,1,393.4,0.0,10.28,East,Online,PayPal
O007692,C02338,P0067,2024-02-12,2,435.6,0.2,11.25,South,Partner,PayPal
O007693,C01617,P0047,2024-07-11,4,601.35,0.15,16.46,Central,Online,Credit Card
O007694,C01683,P0056,2024-07-21,1,239.61,0.0,10.91,West,Online,Credit Card
O007695,C01324,P0064,2025-04-05,5,131.5,0.2,8.37,South,Retail Store,Credit Card
O007696,C01379,P0082,2024-10-29,1,167.02,0.0,4.31,South,Retail Store,Debit Card
O007697,C00867,P0010,2025-12-15,1,366.28,0.0,5.14,North,Retail Store,Credit Card
O007698,C00167,P0028,2025-07-09,2,406.01,0.0,22.48,South,Partner,Credit Card
O007699,C01828,P0064,2025-07-26,2,131.5,0.2,14.92,Central,Online,Bank Transfer
O007700,C01856,P0002,2025-12-11,4,1224.79,0.2,13.96,South,Online,Bank Transfer
O007701,C02077,P0039,2024-07-23,3,393.4,0.0,15.94,South,Online,Credit Card
O007702,C00876,P0029,2025-06-29,1,306.49,0.0,16.14,North,Online,PayPal
O007703,C00183,P0014,2024-10-02,1,1303.2,0.0,8.79,Central,Online,Debit Card
O007704,C02117,P0077,2025-06-17,1,70.81,0.15,8.08,East,Online,PayPal
O007705,C01297,P0028,2025-05-13,1,406.01,0.0,4.53,North,Retail Store,Credit Card
O007706,C01378,P0030,2025-11-13,5,490.45,0.1,5.94,East,Online,Bank Transfer
O007707,C00073,P0005,2024-07-28,1,916.2,0.0,5.01,North,Online,Credit Card
O007708,C02492,P0018,2025-01-23,2,159.0,0.2,13.55,South,Online,Credit Card
O007709,C02079,P0046,2024-11-27,2,527.57,0.0,4.64,Central,Online,PayPal
O007710,C02228,P0012,2025-12-21,5,436.24,0.05,23.55,West,Retail Store,Bank Transfer
O007711,C00376,P0039,2024-06-12,1,393.4,0.05,7.6,South,Online,PayPal
O007712,C02026,P0062,2025-12-24,1,692.95,0.0,4.45,South,Retail Store,Credit Card
O007713,C02054,P0006,2024-02-24,2,877.9,0.0,22.6,Central,Retail Store,Bank Transfer
O007714,C00423,P0026,2024-11-25,2,141.49,0.05,23.74,North,Online,PayPal
O007715,C01090,P0018,2025-01-15,1,159.0,0.0,12.47,South,Retail Store,Credit Card
O007716,C02393,P0009,2024-01-07,1,285.48,0.0,11.73,East,Online,PayPal
O007717,C01577,P0029,2024-08-01,2,306.49,0.0,14.8,North,Online,PayPal
O007718,C02490,P0010,2025-09-24,1,366.28,0.2,23.29,South,Retail Store,Credit Card
O007719,C00691,P0033,2024-06-30,1,454.27,0.2,12.61,South,Online,Debit Card
O007720,C01539,P0004,2025-02-02,5,778.99,0.0,24.47,North,Online,PayPal
O007721,C01929,P0070,2025-04-28,1,123.58,0.0,13.78,West,Online,PayPal
O007722,C00716,P0012,2025-05-10,5,436.24,0.0,8.2,Central,Partner,Bank Transfer
O007723,C00609,P0010,2025-12-27,2,366.28,0.0,24.61,East,Retail Store,PayPal
O007724,C01937,P0072,2025-07-30,3,12.41,0.15,13.3,South,Online,Bank Transfer
O007725,C01789,P0009,2025-10-07,1,285.48,0.0,16.74,North,Retail Store,Credit Card
O007726,C01573,P0031,2025-12-07,2,350.4,0.2,4.45,West,Online,PayPal
O007727,C01436,P0083,2024-12-18,1,64.02,0.05,6.9,North,Online,Debit Card
O007728,C00189,P0078,2025-06-17,2,210.4,0.0,18.35,East,Partner,Debit Card
O007729,C00697,P0076,2025-07-13,1,145.15,0.0,16.34,South,Online,PayPal
O007730,C00948,P0036,2024-11-09,4,250.91,0.2,20.63,Central,Online,Debit Card
O007731,C01207,P0050,2024-09-24,2,668.03,0.1,15.27,West,Online,PayPal
O007732,C01022,P0013,2024-03-26,1,310.93,0.2,18.68,South,Online,Debit Card
O007733,C02176,P0012,2024-12-25,4,436.24,0.1,6.19,Central,Online,Credit Card
O007734,C01744,P0072,2025-06-23,1,12.41,0.0,7.72,North,Online,Debit Card
O007735,C00972,P0048,2024-04-13,1,134.14,0.15,6.38,Central,Online,Debit Card
O007736,C01084,P0074,2025-11-29,3,18.14,0.0,4.3,Central,Online,Debit Card
O007737,C01648,P0070,2025-11-05,1,123.58,0.2,24.86,Central,Retail Store,Credit Card
O007738,C00879,P0021,2024-10-11,2,747.29,0.2,14.0,North,Online,Credit Card
O007739,C01199,P0011,2024-10-11,1,620.88,0.0,23.87,West,Online,Bank Transfer
O007740,C01407,P0088,2024-10-07,6,89.32,0.2,24.97,Central,Online,Credit Card
O007741,C01809,P0030,2025-10-18,1,490.45,0.0,21.42,North,Online,PayPal
O007742,C01866,P0051,2025-01-12,2,320.03,0.0,19.07,Central,Partner,PayPal
O007743,C00302,P0054,2025-02-04,5,289.95,0.2,20.29,East,Online,Credit Card
O007744,C00595,P0072,2025-01-31,1,12.41,0.0,3.69,Central,Retail Store,Bank Transfer
O007745,C00466,P0062,2024-04-05,1,692.95,0.05,22.3,South,Partner,Debit Card
O007746,C00711,P0087,2024-05-08,2,50.59,0.2,9.94,West,Retail Store,PayPal
O007747,C00405,P0073,2025-02-19,3,162.4,0.0,20.33,South,Online,PayPal
O007748,C00404,P0071,2025-11-08,1,111.79,0.0,3.13,Central,Online,Credit Card
O007749,C01332,P0029,2025-06-14,3,306.49,0.2,19.81,West,Online,PayPal
O007750,C00078,P0060,2025-09-22,1,227.84,0.0,21.86,North,Retail Store,Credit Card
O007751,C01897,P0076,2025-07-08,3,145.15,0.05,7.59,West,Online,Credit Card
O007752,C00432,P0072,2025-05-26,1,12.41,0.2,14.18,West,Retail Store,Bank Transfer
O007753,C00314,P0043,2025-04-03,4,255.64,0.15,12.0,Central,Online,Credit Card
O007754,C01991,P0009,2025-03-09,4,285.48,0.05,12.18,West,Online,Bank Transfer
O007755,C02240,P0069,2024-12-03,1,30.77,0.05,7.03,South,Online,Credit Card
O007756,C02281,P0048,2024-05-29,2,134.14,0.0,20.69,South,Online,PayPal
O007757,C00271,P0044,2024-10-22,5,236.62,0.0,11.48,Central,Retail Store,Credit Card
O007758,C02397,P0072,2024-12-14,1,12.41,0.1,4.31,North,Online,Credit Card
O007759,C02008,P0069,2025-05-16,1,30.77,0.1,5.13,West,Partner,PayPal
O007760,C01034,P0079,2025-02-17,4,95.49,0.05,18.16,North,Online,Credit Card
O007761,C01560,P0074,2024-11-20,1,18.14,0.0,19.62,Central,Online,Debit Card
O007762,C01177,P0024,2025-12-03,1,774.35,0.0,15.73,West,Retail Store,Bank Transfer
O007763,C01410,P0060,2024-04-07,5,227.84,0.2,12.94,Central,Partner,PayPal
O007764,C00187,P0014,2025-03-08,2,1303.2,0.0,6.29,Central,Online,Debit Card
O007765,C01110,P0081,2024-03-04,1,51.36,0.1,3.5,North,Retail Store,Debit Card
O007766,C02201,P0015,2024-10-29,3,959.82,0.05,8.69,Central,Partner,Credit Card
O007767,C02351,P0051,2025-12-16,4,320.03,0.15,22.85,West,Partner,Debit Card
O007768,C00658,P0020,2024-12-23,3,797.9,0.1,7.07,South,Retail Store,PayPal
O007769,C01745,P0022,2024-05-01,4,910.71,0.15,6.98,East,Online,PayPal
O007770,C01823,P0017,2025-03-25,3,1003.97,0.2,11.43,West,Partner,Bank Transfer
O007771,C01510,P0036,2025-08-18,2,250.91,0.0,7.31,West,Partner,Bank Transfer
O007772,C00068,P0031,2025-04-12,1,350.4,0.0,10.93,Central,Online,PayPal
O007773,C00249,P0065,2025-12-21,2,179.07,0.0,15.18,Central,Retail Store,Debit Card
O007774,C02115,P0016,2025-03-28,4,377.26,0.0,13.48,West,Online,Bank Transfer
O007775,C02392,P0039,2024-05-18,2,393.4,0.1,12.15,North,Retail Store,Credit Card
O007776,C00870,P0058,2025-12-11,2,524.63,0.2,8.56,Central,Partner,Credit Card
O007777,C01833,P0019,2024-01-02,1,530.25,0.15,24.75,East,Online,Debit Card
